Well	Content	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data
	Time	0 min 	4 min 15 s	8 min 30 s	12 min 45 s	17 min 	21 min 15 s	25 min 30 s	29 min 44 s	33 min 59 s	38 min 14 s	42 min 29 s	46 min 44 s	50 min 58 s	55 min 13 s	59 min 28 s	63 min 43 s	67 min 58 s	72 min 13 s	76 min 27 s	80 min 42 s	84 min 58 s	89 min 13 s	93 min 28 s	97 min 44 s	101 min 58 s	106 min 14 s	110 min 29 s	114 min 43 s	118 min 58 s	123 min 13 s	127 min 27 s	131 min 42 s	135 min 57 s	140 min 12 s	144 min 26 s	148 min 41 s	152 min 56 s	157 min 11 s	161 min 25 s	165 min 40 s	169 min 54 s	174 min 9 s	178 min 24 s	182 min 38 s	186 min 53 s	191 min 8 s	195 min 22 s	199 min 37 s	203 min 52 s	208 min 6 s
F02	Sample X62	1381906	1510112	1564725	1564487	1504488	1427931	1295836	1154576	975930	760870	548812	326560	169678	119065	107203	92416	79195	72966	72213	64698	66247	60780	58341	53301	57106	50963	54462	52077	48682	48013	47398	47077	45306	44966	47717	49338	48256	47412	48700	45931	48073	42232	48638	43748	42017	41853	45133	41575	45593	43260
F03	Sample X63	1419041	1510895	1582423	1595322	1590288	1552252	1456190	1381828	1259298	1100271	960207	755943	543297	360940	253282	219986	180978	142166	134212	116513	102657	102023	113728	132326	134282	160123	168472	180871	182427	190597	203815	223056	203161	202851	211135	199466	208650	211490	222376	233826	232993	220040	236762	238976	271938	281583	256153	286868	264102	257176
F04	Sample X64	1425900	1528452	1563963	1588388	1566388	1527378	1441480	1394507	1293870	1201870	1105517	969922	823683	680852	589183	553513	560870	536731	521306	476608	473016	447648	431125	406773	396396	371497	354855	351278	361597	324950	359432	357595	346803	311337	315160	299587	306627	303222	302508	293847	296033	272317	285718	296740	289843	276572	280958	252272	248348	248338
F05	Sample X65	1370226	1478198	1536711	1571613	1552882	1519627	1446788	1374853	1262027	1116507	949746	773760	552948	323166	176261	119483	93481	79392	69688	63373	59371	54788	51366	49170	47698	44718	45013	41681	41370	40487	39103	38473	38790	36387	36668	35066	34965	32857	32480	32238	32302	32655	31048	30641	29361	28968	30957	34393	29907	28061
F06	Sample X66	1357088	1472866	1535392	1565788	1561910	1515190	1462935	1369440	1214598	1094998	900575	723828	486695	250938	147030	109302	93777	80983	75065	70911	65980	63208	61051	58733	57417	56096	53957	53845	52368	48991	49221	47130	45758	46703	45205	44131	43695	43603	43017	42018	42410	41272	40388	39361	39582	39430	38788	39407	37781	36940
F07	Sample X67	1365448	1449481	1536693	1562725	1562711	1537003	1468421	1384731	1270128	1110037	997260	826893	616125	383705	227412	150460	112290	92263	81423	73823	69260	62933	60438	58245	55406	53442	49566	48863	47740	46855	45613	44666	45325	42342	42960	40358	39841	41735	39460	40463	42170	38907	41126	40728	35582	36318	36445	36968	38302	37408
F08	Sample X68	1385902	1487661	1542980	1571281	1566337	1522548	1464793	1364603	1252405	1106568	977686	769798	537331	328153	179613	129365	102767	81328	75698	71895	68638	61147	56921	56241	57158	55825	51508	49826	49483	47436	46922	44313	45972	45195	42347	44031	40930	42020	42150	39280	39632	38666	38230	38948	37383	35792	35650	35645	35943	38006
F09	Sample X69	1350578	1454531	1537647	1567605	1573020	1539515	1461938	1367880	1242246	1133445	988802	822036	596110	402225	221317	150068	116691	96687	88891	73487	66877	63317	59140	54637	53247	49148	48630	46448	44092	43668	42951	41625	40400	39493	38493	38733	37425	38360	36300	35156	36332	34368	33601	33063	32512	32223	31841	36528	31681	31468
F10	Sample X70	1354180	1466745	1523763	1556816	1557568	1533463	1468910	1372407	1260420	1147355	981775	800701	578736	358986	203245	127945	105346	81230	71451	63888	60586	56150	52441	48842	50061	49443	45455	45283	43692	41140	42473	39638	41817	36823	36775	36651	34297	33935	39896	34162	34150	33347	35385	32980	31031	31345	29708	30792	29422	27868
F11	Sample X71	1358885	1473571	1527141	1541955	1543708	1489568	1438776	1319801	1208036	1053187	879433	733935	539437	319705	180026	127582	98581	85233	77990	68486	64046	60543	59720	55403	52800	52552	51193	50147	49688	47957	48306	46543	44737	44267	42748	42262	41005	43023	40761	41038	40397	40048	39528	37798	38366	38553	36500	38772	39682	36236
F12	Sample X72	1379662	1507543	1545797	1561997	1540248	1470933	1390150	1290183	1152147	1019211	834193	664132	503203	409266	375617	324378	306473	268131	229595	186625	162845	155556	136395	124266	109338	92262	95712	117423	109872	115902	107885	114143	109195	113263	109706	112866	115485	109711	110097	113051	110683	106383	103551	114538	107206	105930	101866	102105	114305	111446
G01	Sample X73	1467621	1533968	1578676	1592878	1584920	1558212	1530671	1462993	1404627	1332830	1238878	1164927	1061302	947165	876688	857951	827306	806712	788607	744111	723670	668146	637070	558346	485238	441973	374795	356795	360185	363826	352940	347501	359047	356493	344292	340205	344906	350797	373937	357842	345515	355087	360672	366601	372390	373227	378513	375580	357476	364902
G02	Sample X74	1432325	1502637	1556352	1570301	1579341	1566865	1542993	1499650	1448728	1376218	1314850	1215351	1140742	1043448	948338	901080	876155	845470	821562	786237	733887	683747	634947	573532	515595	459007	403657	352855	332931	318277	323892	301148	309272	308887	299236	308731	303605	312163	300442	295948	302285	303678	311097	301230	311690	302650	306325	291642	301736	288853
G03	Sample X75	1414742	1497310	1541097	1572748	1576236	1561130	1542276	1502860	1437262	1383055	1303397	1223641	1125046	1028995	945327	894077	862960	832971	805436	769731	729206	708473	672713	604842	551188	496531	428030	357657	329682	326033	315865	307703	298550	297075	311493	297002	310540	301497	286141	309845	302678	317106	309527	269280	296905	286736	274026	278245	275186	265146
G04	Sample X76	1388172	1497808	1554011	1586506	1578782	1544936	1488373	1401045	1327425	1200908	1072505	930121	739260	598570	520960	479158	444518	414468	372992	337611	306926	284475	256936	239265	202813	161271	137453	112287	101833	109155	103672	99313	94412	98383	96201	97223	99338	103995	94915	91317	91196	94492	94845	92972	93647	91132	92947	83428	88440	87502
G05	Sample X77	1372297	1476681	1539665	1574238	1566568	1532191	1473031	1399177	1281566	1186172	1040661	884311	728801	606588	552018	508930	504096	472487	439670	402561	383292	341040	320498	265865	240917	236565	211973	167645	148015	143307	132368	129602	130557	115078	115671	113458	120600	111062	111601	108298	97492	97131	91111	98811	89775	88690	97246	83722	96765	110721
G06	Sample X78	1361865	1484341	1548635	1567165	1557142	1525285	1452728	1375842	1273153	1159471	1009315	836746	654120	518975	483586	440658	402821	376060	356277	315051	281598	259178	245557	210148	185197	159801	139142	119417	101093	107120	114292	108598	108886	110798	119827	108010	109983	99360	99138	93513	88175	94253	89572	117273	115295	109211	102243	94755	95383	90575
G07	Sample X79	1397765	1488995	1534828	1555426	1524411	1457067	1364983	1217672	1094377	945200	763751	573467	377148	188723	115206	83343	67771	64535	61397	54898	50222	51537	49098	47911	41696	42153	41083	38513	38688	36806	38540	36642	37927	35186	33651	34270	36848	33405	33105	32595	34395	32718	31602	32515	32237	30770	32371	30573	30256	31661
G08	Sample X80	1365105	1484335	1529887	1551210	1527027	1464033	1380357	1281255	1135728	984081	847970	669553	494412	275793	141698	99905	81450	77797	70888	61842	52718	53450	48565	44553	47120	40338	42741	42973	43575	39320	37958	37406	38305	37822	36598	35338	35053	36651	34218	33488	32362	33771	35123	31632	31941	31467	33225	30272	30586	30795
G09	Sample X81	1399290	1507836	1561017	1571986	1539465	1468576	1329898	1216126	1100223	938683	750380	581731	399977	203585	114457	85248	68051	54913	48770	45771	42976	40715	42457	38886	35291	35527	33380	31945	33338	31076	31070	28880	30610	29690	28478	29336	26362	26255	27208	24966	24730	24882	24818	24783	23287	24710	23413	24182	23081	24036
G10	Sample X82	1398243	1497318	1549728	1572913	1576106	1543880	1481328	1428967	1292912	1168581	1017081	830937	591795	360007	176727	118393	88795	76088	68123	62242	58453	61665	51551	48831	47632	45087	44608	43125	41968	40761	40191	37961	37846	37262	37983	34585	38240	34867	32635	33236	32761	33036	31931	31508	30951	30558	31407	30482	28332	32816
G11	Sample X83	1394331	1494790	1551292	1570245	1565913	1525651	1472440	1414912	1282783	1117741	992231	780862	562980	325466	185748	123171	100562	84965	77632	71805	72327	64348	61536	58323	58250	57842	54876	54262	54481	51203	51993	48570	47761	48831	46073	47012	44983	44610	45377	43608	44100	42436	42650	42152	42120	42375	41698	41336	41716	42667
G12	Sample X84	1394276	1508450	1551640	1581327	1536702	1466466	1320773	1170010	1031403	834392	642111	431078	229791	142783	95328	76323	67613	60122	55580	50672	48637	47012	49486	44617	44026	41617	41783	39560	39910	38243	36705	36006	37201	35512	35361	33951	33502	33755	33746	33607	32483	31468	32475	32550	31442	30816	29936	31706	30368	31353
H01	Sample X85	1356661	1471038	1535575	1583747	1578255	1540627	1466683	1401797	1236257	1158701	974033	820181	618400	401083	203581	123135	89187	76140	67930	61306	58388	56125	53297	49326	48435	48083	46451	46787	43622	44426	41607	43818	40783	39575	42118	37477	38261	38432	36930	36731	34873	34610	34826	32971	32352	34858	33367	33473	32405	31113
H02	Sample X86	1342832	1463275	1561218	1587406	1585207	1547668	1504390	1416135	1270025	1143750	997177	847463	686728	459907	253560	126860	87082	67896	57215	52553	47861	48602	43235	41058	39140	37826	38312	38570	37436	36672	33753	32503	34592	31871	32188	32988	30500	28931	27548	27635	26560	26803	27680	25341	28110	25620	27502	27663	24015	25942
H03	Sample X87	1346145	1476362	1535658	1585127	1578432	1537657	1477351	1419762	1295773	1145526	1000183	819517	597843	360987	160728	94168	70271	59335	52090	48370	43912	40447	39807	37098	36660	34875	34605	33682	34552	32191	31425	32458	30386	28836	29348	28911	29676	28330	26825	26317	25750	28681	24576	24225	26521	23573	23036	22463	23898	22178
H04	Sample X88	1312262	1452430	1525790	1576408	1579086	1553208	1506081	1410473	1290080	1167216	989905	818848	572411	314740	155651	102212	83153	71433	66042	57958	54262	50187	47878	47168	44318	42765	42160	42272	39801	38410	37522	42142	38973	34802	33256	34093	33852	31528	31466	30175	29183	29807	29280	31666	27362	27302	28027	26731	25938	26072
H05	Sample X89	1320212	1430372	1513325	1573020	1582652	1562502	1501766	1440950	1341078	1186198	1016846	836742	614432	362085	194820	120692	91177	79858	69122	64576	59578	56326	55855	52373	49985	48833	47507	46296	45900	43161	41312	40860	45648	40111	41620	40952	39166	37645	39960	38413	36640	36053	35660	34647	37885	33105	32261	31897	32537	32187
H06	Sample X90	1353545	1474936	1545568	1591162	1580703	1509077	1419842	1293146	1138102	992721	772432	549062	293143	156743	104931	84050	72021	65067	61060	53535	51620	50885	50208	47223	48133	44762	42856	41481	43481	42318	39700	39043	37753	39266	39846	35383	35141	34496	36032	33591	33127	33117	31748	31797	30222	30258	30363	29092	27441	27292
H07	Sample X91	1339576	1438813	1521612	1565903	1571456	1533738	1459813	1355577	1211206	1057958	833980	625902	400463	209873	125282	93696	76523	66070	60176	55866	51911	50518	47656	45275	44187	43082	41622	42007	39317	38195	38750	36922	35725	35185	34016	33783	32660	32392	30837	32498	30020	31702	31062	28776	28821	30071	28146	29203	26812	27772
H08	Sample X92	1341667	1480028	1539728	1584875	1582706	1555805	1479187	1369030	1248005	1097127	975948	776265	553816	289298	145472	99987	83086	70507	63293	57395	56793	50312	47563	46621	44461	42613	40668	39718	39392	37688	39167	36771	35655	34333	33297	33002	33075	31898	31170	31976	31101	30713	30970	28022	28446	28203	27981	27436	27097	27235
H09	Sample X93	1334615	1469105	1531501	1579588	1581321	1554508	1476960	1364857	1257767	1140723	975455	769130	556303	324902	172151	115187	95441	78016	68958	62027	57336	57181	53217	54417	50072	48456	47690	47793	44662	42840	41300	42348	41795	41040	38127	38196	37753	36532	35663	35502	34446	33586	33191	35211	32462	32331	34755	33781	31325	30178
H10	Sample X94	6800	353735	309782	6737	6770	6162	6287	211095	6192	399582	425052	511738	209456	573658	565908	564755	7220	549103	382665	546213	293312	546385	6223	303918	293285	562713	518062	290443	284830	300888	8050	8441	452987	447453	8503	448800	275873	461720	287003	447933	290723	6173	267072	6387	6620	223922	7357	6380	443727	7250
H11	Sample X95	9956	7906	8378	8350	243123	8302	150132	42152	10567	8927	15803	8760	8911	53206	8242	8336	264246	9255	9055	384947	291681	8215	535972	560093	517116	306147	8276	9240	283227	9110	479192	303248	530427	301161	458255	9480	10545	291628	8421	272003	280252	295435	9667	8390	280453	288931	9681	433637	256090	463632
H12	Sample X96	9785	9318	10142	9655	10931	215361	86036	148235	206475	266835	249446	219903	526206	9738	9751	287533	10676	33061	9387	9397	9748	295180	11375	348247	9863	9440	500278	468533	9890	298756	309922	286330	334981	491041	268960	9815	463067	289517	263825	9865	9736	265093	249853	253400	11070	9562	9665	10325	253513	9493
