Well	Content	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data
A10	Sample X10	1311446	1409146	1475611	1504008	1524028	1527032	1514490	1483753	1452850	1425511	1385020	1347212	1320322	1287750	1248312	1185867	1162630	1123066	1098271	1088307	1073737	1037531	1016676	982693	967587	938750	920015	891700	879686	825621	736985	658578	631790	614721	529693	433163	397756	374010	392128	398220	393822	361080	n.a.	n.a.	375610	358105	336323	291131	307983	303596
A11	Sample X11	1563670	1572298	1549387	1501052	1440741	1376840	1329488	1270520	1191522	1083373	1005220	908307	787302	676747	556038	488175	438847	417432	397143	390063	328380	380332	354875	350331	368853	326347	329482	293226	347058	342217	312805	325988	332488	374663	329327	309295	347412	333191	373752	348812	357103	366297	n.a.	n.a.	333947	318202	348427	353330	351668	309943
A12	Sample X12	1651378	1624643	1582782	1489203	1393260	1250161	1105828	943618	778908	606376	421221	235080	82935	23760	16835	16933	16153	14488	17085	13856	14042	15011	14107	13090	12460	14941	13395	13165	12848	15042	14730	15815	15120	14728	16486	13722	14003	12940	13117	12403	12586	12937	n.a.	n.a.	12121	12776	13581	12095	13043	12927
B01	Sample X13	1534807	1553026	1546073	1517557	1446787	1371526	1312670	1225057	1126170	1039050	926997	825346	727426	621601	504131	399341	312760	294205	261531	317945	304243	308863	312172	333726	359035	401958	289483	316735	337397	336848	349076	377290	410306	416185	488561	386686	400437	391003	414925	484085	446187	542208	n.a.	n.a.	327727	342671	365421	391578	375485	271693
B02	Sample X14	1533145	1578811	1582492	1569308	1546400	1454040	1354133	1269381	1163467	1045567	960493	828037	710116	570271	447176	281332	133233	39835	15978	16203	12811	12443	13401	45386	9981	11013	12672	12162	12997	16451	10828	14022	12568	20152	18627	17795	16671	16112	13118	9347	8067	15213	n.a.	n.a.	8067	10032	7331	10333	28682	9528
B03	Sample X15	1596588	1598726	1571807	1537121	1482201	1406735	1356391	1288368	1170265	1118383	997721	881870	746855	603753	450403	301455	229932	247230	249283	254343	290242	306517	337231	351193	341507	287143	284966	294897	275026	322963	316221	366076	350003	371567	374327	433668	378386	430812	395845	382328	415182	439050	n.a.	n.a.	423953	378456	361462	417180	366372	403651
B04	Sample X16	1533830	1577726	1585155	1563948	1524323	1456760	1385493	1296071	1225330	1135081	1041595	955788	840783	725612	622150	582488	553803	531635	492758	504470	498703	471353	440213	413115	377930	348516	321921	299838	318137	273586	223960	146001	166101	170546	136866	167248	157657	141353	133631	151298	130966	119995	n.a.	n.a.	122587	150012	139105	130146	129096	130862
B05	Sample X17	1525420	1577585	1593927	1594288	1566358	1543991	1506062	1470396	1434883	1392726	1335263	1316105	1287452	1251343	1184313	1109435	1064413	1058115	1046921	1032916	1043740	1005252	989822	961707	956566	911032	887660	865281	813730	702286	727005	673473	615648	565915	571311	573242	620651	639645	672550	696397	620331	642296	n.a.	n.a.	678612	672542	659140	670360	681606	689253
B06	Sample X18	1552595	1574362	1573988	1550828	1487053	1412688	1312585	1184433	1034497	838626	616697	448738	380853	343373	336875	304232	274738	260666	227407	201860	179198	144983	101178	109871	64756	95532	81406	51393	75062	80571	55373	55093	64470	56108	39915	40801	33460	29857	26257	24208	21053	22320	n.a.	n.a.	17558	16638	17265	15332	13911	15067
B07	Sample X19	1532532	1582167	1573327	1539756	1493883	1420056	1373177	1318057	1231042	1162250	1093546	1002281	919075	839217	714842	679387	592396	521827	497040	510043	469283	495711	479072	467175	461142	372473	413073	450358	459287	459803	441701	514016	521792	372841	332586	326438	319901	334273	323787	336392	384431	367901	n.a.	n.a.	312030	323425	337152	304066	292453	299955
B08	Sample X20	1567518	1581287	1579947	1533316	1447791	1336883	1218040	1089090	938635	792967	622282	452836	299598	202882	200478	172556	142873	129893	120215	90448	70142	58150	44240	36075	26206	20438	17786	17333	17475	16340	16087	15570	16008	16665	15630	14586	13547	13226	13596	12460	13433	12552	n.a.	n.a.	11423	14653	11471	11426	11531	15203
B09	Sample X21	1545053	1581988	1584817	1549135	1499327	1437653	1375746	1284481	1206541	1128805	1025043	939221	856107	760177	655933	568520	502801	454426	479315	437660	419683	469881	407677	385275	403445	425786	365092	365787	389387	380100	378015	352531	356713	369425	345260	336202	374676	408600	375051	352765	351706	365438	n.a.	n.a.	390107	366360	363795	366117	359936	359642
B10	Sample X22	1513495	1534231	1547497	1551616	1532515	1512407	1485876	1451763	1407726	1368338	1341400	1307446	1285993	1231416	1188750	1134886	1098405	1091781	1063231	1050436	1053378	1031152	1009697	965080	946608	938723	878192	843616	827107	783891	714981	651115	549056	445642	410782	361210	349913	307685	345137	316957	331155	294245	n.a.	n.a.	328477	314672	322352	324997	301731	251973
B11	Sample X23	1545487	1565423	1573252	1552020	1507368	1459138	1407237	1319220	1225940	1112916	1035965	948227	852905	718631	560461	470658	388295	332332	354812	320021	369002	342838	345230	286496	304258	288756	284083	324950	331408	340258	338696	337260	374561	315007	348583	290890	328755	318556	343548	326760	363113	309832	n.a.	n.a.	318817	312542	366910	368765	348137	360640
B12	Sample X24	1572035	1582340	1577395	1513960	1424951	1288836	1154811	1003720	843662	663776	499463	304446	140018	34618	12480	9312	9231	7532	8300	6941	7395	7053	6518	6547	6751	7122	7871	7545	7631	7447	6497	10200	13857	10420	10396	11578	9466	10120	8912	9735	8907	9867	n.a.	n.a.	10475	10437	9031	7918	7543	7230
C01	Sample X25	1513565	1542138	1536342	1514096	1478197	1418410	1349775	1287918	1226177	1102501	1056102	938700	814635	707695	542818	435387	356733	292846	271452	304433	290301	244871	273921	342356	309807	266587	260305	266675	290490	294387	214316	235216	227893	248525	294857	301821	261258	259387	297291	355590	376431	374682	n.a.	n.a.	398542	397513	422360	407868	373978	409713
C02	Sample X26	1529016	1564540	1579975	1562670	1533153	1486146	1404478	1286487	1187458	1078991	1002200	864316	757693	623492	504086	351768	211983	84967	38903	30586	30246	33733	30561	29793	30985	79092	31231	31766	36451	37973	52016	48122	53602	53801	44970	34447	24298	22323	19207	15713	86286	14076	n.a.	n.a.	14017	15000	14267	12543	12067	12073
C03	Sample X27	1600652	1611118	1602880	1568681	1517562	1456638	1414692	1349773	1234972	1144603	1052707	946447	783735	645428	547521	354593	277638	239578	280068	240493	250263	282027	237740	276006	229548	225926	214316	260882	196378	207658	220397	232805	301567	316973	324703	350456	341237	408138	456966	478495	455812	468516	n.a.	n.a.	408911	384002	388720	387543	377956	327660
C04	Sample X28	1540006	1581313	1597257	1583680	1538453	1484556	1409840	1336166	1238421	1158345	1073672	977576	859472	731596	617518	575758	530398	494756	476286	453821	427627	406438	378101	348006	324590	293031	249338	209830	172795	138058	102206	78652	88162	80596	89807	68207	88271	75740	71098	60976	58525	52896	n.a.	n.a.	52408	39677	42808	44637	46007	30096
C05	Sample X29	1528213	1584638	1621750	1628121	1613018	1589093	1550548	1527981	1479011	1439912	1396806	1346708	1301030	1248553	1206828	1161427	1078607	1061103	1038387	1011546	986355	975958	951487	924311	880036	861275	817376	784447	703805	631596	585833	532435	461045	427942	428185	425841	423496	421005	430747	442913	445158	394655	n.a.	n.a.	480797	501646	506343	466148	497381	506688
C06	Sample X30	1536788	1567155	1576937	1555283	1506618	1437203	1339353	1198447	1062741	879166	665880	498002	421660	368950	365687	332405	295091	263985	220497	220396	202656	197842	178430	165995	144011	133322	96187	108453	96728	115127	94687	96175	102950	98010	77702	76171	67160	63821	58990	42136	49162	38305	n.a.	n.a.	39570	29716	34597	28432	34513	29490
C07	Sample X31	1381186	1467147	1543701	1556662	1568662	1548431	1501828	1456122	1406787	1325045	1242168	1162770	1083242	989457	908710	798356	708687	617437	532622	470290	451961	428487	444205	421385	390631	380063	374493	406643	355128	405036	400946	416817	409537	394647	308056	354767	372030	377145	399753	364445	340481	379571	n.a.	n.a.	381791	339391	325928	315013	323023	315146
C08	Sample X32	1520896	1564452	1581080	1545692	1457238	1351716	1240646	1098427	958177	811756	648010	478416	324665	215400	190428	175686	146025	136907	114468	97790	88278	60538	50910	42200	30822	25613	21607	19575	23348	20083	19158	20000	22312	17813	17163	18395	16156	16367	16338	15731	16325	15290	n.a.	n.a.	14318	14975	14190	15690	16061	14510
C09	Sample X33	1488806	1520495	1499040	1584281	1457085	1421521	1378771	1215338	1187370	1127740	1045313	941923	868666	783650	676585	645467	622775	624622	608921	491275	467205	453041	426446	408228	382612	383123	341662	335102	348388	356480	345055	351787	342695	385397	412552	384872	409743	412806	412978	421602	451845	418741	n.a.	n.a.	451231	455978	451593	453918	461360	466120
C10	Sample X34	1470542	1514041	1535895	1534753	1520652	1502450	1472292	1460417	1420302	1398002	1323053	1289692	1269377	1222462	1130940	1119357	1098260	1054751	1036711	1040578	1031827	993941	975501	974476	931567	915680	886206	841108	809418	730178	694582	631436	563200	484771	472457	390925	403043	368378	378223	382350	381733	361680	n.a.	n.a.	392505	363755	346841	342068	320286	346993
C11	Sample X35	1536980	1570008	1582547	1555248	1515857	1465316	1391056	1318945	1226653	1169635	1034998	947326	816623	711325	592650	425235	363020	357765	316271	295761	327443	318505	302350	297443	281861	288373	288637	296773	349565	362845	306600	343205	360727	348255	359913	297557	315373	328176	373368	374107	360401	319056	n.a.	n.a.	364091	311935	351172	305938	362452	344266
C12	Sample X36	1511065	1559857	1559317	1514928	1413530	1281490	1129248	987182	828326	654405	482255	293737	127655	41195	28262	19261	18872	17678	17996	18732	17867	17576	19127	18127	19625	18337	18070	18096	17116	18308	18107	17780	17281	17355	17328	18903	17465	17705	16938	17005	16435	16700	n.a.	n.a.	16833	19775	16621	16985	18176	16278
D01	Sample X37	1470695	1552740	1583545	1575365	1542208	1479170	1376783	1275800	1139506	1040887	917738	788663	661580	523577	395320	221556	54451	20390	18458	17606	18035	18388	17207	17833	17587	17003	18110	19237	16778	16390	16607	16890	16246	32456	41170	16293	15701	46678	15062	15523	16235	15067	n.a.	n.a.	16988	16741	40063	195943	15206	16702
D02	Sample X38	1475502	1546681	1566905	1564176	1529982	1486038	1388307	1304122	1190386	1068992	947118	847123	718073	612701	467600	315377	213542	108170	36980	23472	17551	21710	17535	16948	18921	16625	15176	17868	16451	20827	15863	16520	19165	19517	23977	18161	18213	19922	19926	20086	21332	22375	n.a.	n.a.	20081	18727	17997	19107	21292	16396
D03	Sample X39	1522827	1587222	1604451	1585845	1549828	1498848	1425577	1356576	1262642	1144570	1072863	988122	876496	788065	662352	557060	474520	366915	284950	284327	298497	266530	287203	243350	251578	211917	221262	212321	205672	253298	237015	243712	253661	246686	266968	262295	271575	260575	270986	261141	258028	221352	n.a.	n.a.	185472	144596	160940	174333	217543	178701
D04	Sample X40	1494898	1555336	1584503	1576202	1513736	1427601	1335732	1198975	1087382	952717	810382	693798	566851	423862	257290	54063	24532	14456	13973	10316	9456	11210	10467	10430	9416	9843	8405	9275	8062	7808	8082	8513	9220	6962	8303	7042	7085	6555	8565	8038	6347	7383	n.a.	n.a.	6986	7835	6413	5863	5881	6812
D05	Sample X41	1466933	1529167	1579075	1599576	1606503	1587830	1551865	1492431	1456185	1392842	1338330	1292903	1229068	1178795	1115551	1067347	1012241	987217	980440	975386	953905	942147	928785	925175	898887	875561	848497	810066	776793	734883	683555	614463	558045	531931	403611	296016	246120	243651	205126	227050	200013	220006	n.a.	n.a.	206070	211403	201463	215808	226362	198393
D06	Sample X42	1443032	1516075	1539215	1528775	1486567	1413036	1311645	1224897	1109452	982788	849751	742228	614385	495505	361577	234817	122657	68432	55833	55310	56256	57268	52705	54168	54728	51215	52272	51728	53301	51220	51405	52730	51125	51475	49882	47280	47063	47836	50416	45747	44257	43840	n.a.	n.a.	38121	36722	36321	37255	37755	37045
D07	Sample X43	1421750	1506280	1549955	1588076	1593983	1576851	1540575	1494231	1422386	1356793	1290480	1230423	1146465	1062620	975247	898122	811818	716693	597363	498335	463178	433432	413951	387147	362531	335321	308431	291662	296503	263213	242101	241705	216830	187891	169935	150007	133712	124045	108043	105461	106636	134621	n.a.	n.a.	98478	97702	95108	123403	105490	120110
D08	Sample X44	1464038	1543268	1577271	1581543	1554330	1495737	1414145	1307333	1210236	1103947	975251	859675	743160	604012	469072	356872	219837	89996	33330	15843	13387	12558	17032	11493	15806	11670	10981	10597	10316	11347	17363	13456	12528	13242	14856	10225	11596	11582	14966	12715	10831	10743	n.a.	n.a.	10278	13646	9841	9493	10000	8907
D09	Sample X45	1527790	1587752	1615977	1601950	1571296	1522458	1442965	1381828	1295005	1223028	1135718	1061175	972601	864858	777887	692143	591882	488171	458851	425428	432240	411683	391617	371810	342886	328346	309713	285970	264821	240490	217323	200195	172627	146515	148192	117442	75553	90560	71871	69737	77513	123860	n.a.	n.a.	131296	137031	154547	149470	155301	161240
D10	Sample X46	1477893	1527190	1570473	1583932	1571800	1541998	1500083	1456731	1393591	1339587	1288282	1233806	1179010	1112902	1054063	1011211	950732	925403	910655	895883	878620	856730	830448	809635	774595	744470	711716	663267	622813	573955	523341	465625	410376	349808	246237	139650	86092	47696	35560	30342	30415	28393	n.a.	n.a.	24266	24811	27530	27066	23270	27328
D11	Sample X47	1546875	1567157	1603373	1591018	1550157	1470305	1407923	1303241	1211688	1117912	1030331	948688	845251	720275	608236	543455	450901	376530	301090	282800	297305	306510	250301	241675	241208	239545	264398	254428	218516	217696	227270	225583	234728	213118	208300	245040	198993	265940	287005	307926	360980	316135	n.a.	n.a.	233201	262570	275411	231296	232837	234925
D12	Sample X48	1465302	1525570	1556295	1546542	1510322	1454413	1358895	1262958	1144933	1024818	886971	770871	653408	518865	369275	286408	177171	78386	30126	21072	19285	20630	16458	16338	16566	17161	16946	16322	16488	15765	14825	18937	15297	16585	16140	16306	18490	16490	16195	15416	15975	15090	n.a.	n.a.	18848	15446	16463	15990	15248	15511
E01	Sample X49	1496090	1541802	1586031	1582721	1552148	1488945	1376467	1302866	1200533	1065768	955485	826696	690893	556117	418981	262507	125550	46505	22747	20016	18912	17373	18562	16622	20721	17150	17163	17915	16468	17486	16776	16910	16263	17903	16073	18873	16838	17195	17287	20715	16502	17371	n.a.	n.a.	17777	16503	18217	15767	16782	16743
E02	Sample X50	1475973	1543636	1587177	1587383	1555863	1496551	1417756	1331310	1220052	1102586	995013	886963	747956	639876	489836	347101	238941	108413	33853	18561	16020	15627	17010	18365	14211	16302	16265	15615	21827	14768	13848	12947	12398	12596	12141	13176	12831	11817	11571	12010	11772	12258	n.a.	n.a.	14901	136282	11856	10728	11488	11297
E03	Sample X51	1539071	1585810	1605628	1603640	1564723	1502765	1434511	1367190	1275585	1216658	1116225	1009266	912586	814742	709386	599378	497632	379491	285122	291331	271198	267021	239363	281025	318402	308238	384988	378750	386666	380372	311985	363188	351083	348167	390048	415675	380970	419611	316427	311901	342803	307627	n.a.	n.a.	273770	260248	256860	251033	255060	288881
E04	Sample X52	1504520	1562241	1597511	1593707	1568370	1493027	1398676	1285423	1160850	1061550	921441	798651	673157	520140	390010	234500	122522	46972	24150	18988	16360	14653	14918	14965	14327	13052	13841	13575	14981	12726	12165	12332	12310	11286	11356	11415	11966	11267	11855	11821	11231	11385	n.a.	n.a.	11652	12463	11363	11178	11960	11088
E05	Sample X53	1443038	1525862	1571466	1604035	1598718	1584326	1544928	1512082	1448803	1389786	1341688	1293443	1235786	1171465	1110840	1058526	1007662	966973	949823	933021	917400	907831	890126	860353	848905	831150	802961	771030	735511	689861	641600	579360	507561	480875	375966	311095	215205	174801	141286	164285	152981	162351	n.a.	n.a.	197561	179968	183837	189963	157573	144473
E06	Sample X54	1475015	1545715	1580852	1577511	1535460	1458047	1380455	1272227	1149686	1003793	901561	768315	660582	517663	370042	237572	116426	44823	16368	13420	17050	16992	14311	10378	10752	9623	10287	9012	14307	9303	9510	9541	8683	8535	10667	9530	8370	9107	11937	8118	9203	8615	n.a.	n.a.	8365	8136	8501	7605	7682	10593
E07	Sample X55	1377618	1486931	1556591	1597846	1602296	1579402	1532408	1464012	1396315	1323048	1234018	1180733	1069058	984177	891612	805612	730247	575052	451928	396161	378512	356438	336618	317328	294656	273760	253423	232740	218981	203917	249643	236720	234732	223427	206287	184060	146985	125892	107750	98437	85533	90363	n.a.	n.a.	140505	146506	142903	148062	147146	153271
E08	Sample X56	1475927	1543960	1581761	1586591	1554978	1498493	1405505	1305070	1185837	1080943	951958	821070	696017	564153	425813	273866	53523	16291	10253	9608	10221	9876	6891	8743	7462	8733	9368	6327	6097	5915	7012	6226	6940	6836	7730	6193	5766	12465	7011	5201	5381	5712	n.a.	n.a.	5222	5298	7126	5732	6295	7027
E09	Sample X57	1552601	1587253	1601980	1594081	1557033	1519986	1442211	1365381	1267626	1177717	1109340	1007076	941427	830017	749583	678545	560131	480948	421017	406380	393871	372468	359077	344450	335530	293911	291293	267960	272485	272713	266871	254877	238023	215923	192468	174587	158281	139373	113416	92493	79800	71880	n.a.	n.a.	63600	63407	65503	73235	104328	116525
E10	Sample X58	1454503	1531575	1584402	1597855	1591923	1554705	1513980	1444402	1391821	1333560	1275127	1211747	1151420	1082993	1018800	970127	928183	905282	887552	868367	855681	846670	827878	808843	784146	759112	732302	694481	656356	615466	578947	538061	479463	437750	391521	319252	249697	158835	76458	36873	25806	16520	n.a.	n.a.	14990	14307	14021	14515	12756	12991
E11	Sample X59	1520323	1556501	1580010	1569528	1528883	1458923	1383286	1308532	1216408	1084343	988571	896987	779623	690206	547537	435350	313606	269666	208808	247871	220558	227910	214181	208068	263602	232393	187830	234616	242530	200548	190325	230030	201726	197921	196515	179188	179176	202326	212490	253315	249627	257992	n.a.	n.a.	314575	309953	309278	370521	364793	369553
E12	Sample X60	1440723	1507990	1543397	1531072	1498195	1422666	1315490	1227572	1121311	1003553	887307	765491	651432	534023	396952	278473	168262	74232	42373	36382	35533	33078	33712	33560	31010	32985	31700	32417	34675	29523	29606	28658	28680	29676	29970	30065	29700	29887	28905	31122	29276	29258	n.a.	n.a.	29837	29321	29770	30071	28562	29065
F01	Sample X61	1360090	1439290	1502372	1554625	1577940	1575773	1554678	1510428	1451575	1387162	1279253	1202805	1096495	993692	884290	776698	652678	515550	381625	247593	124907	48278	27650	23800	22938	23241	20926	20413	20941	20827	21273	20588	20657	21282	21020	20855	20062	22012	23020	22071	23886	20727	n.a.	n.a.	24407	21793	20495	21323	21621	21521
F02	Sample X62	1497041	1546080	1590165	1589483	1540880	1485035	1375446	1271081	1137637	1023955	890701	779756	658851	519050	380096	224598	38858	8503	6651	6016	6051	7973	6445	6037	5325	5906	5148	9168	5806	4775	6223	5007	5350	5186	6181	5043	5031	9837	5131	5508	4998	6206	n.a.	n.a.	5237	5418	7000	12430	4807	6931
F03	Sample X63	1522395	1585156	1602682	1596801	1563947	1504010	1435195	1345938	1257293	1184821	1077178	982301	893598	796356	677592	518202	457218	355772	272536	269601	254313	244303	233105	255473	236852	239378	200511	194612	212247	188468	185287	180873	203387	202462	178473	169185	143316	169890	203136	212035	174401	195902	n.a.	n.a.	204562	172030	172396	216980	163490	172806
F04	Sample X64	1500567	1560700	1599791	1581897	1525278	1414691	1317422	1152346	1022578	900572	759637	629913	486887	342215	209480	105952	51112	27777	20912	15677	16526	15620	12006	13082	12666	10887	11151	9816	10500	11513	9747	10703	16998	9175	9568	9445	9287	8835	8850	9141	9426	8962	n.a.	n.a.	8896	13142	11085	10471	8997	8857
F05	Sample X65	1384948	1506888	1553948	1563341	1564856	1537790	1407882	1438640	1379160	1316977	1249903	1207343	1136992	1091063	1009951	963162	944317	991338	954361	974042	965975	938080	943837	924857	916231	930257	867531	824020	790910	751501	709590	672572	634828	611141	556735	472101	472888	440930	441895	356118	387527	385543	n.a.	n.a.	362702	376280	375591	363808	402546	352685
F06	Sample X66	1503586	1557721	1593628	1585390	1529231	1452580	1342992	1208260	1087161	935783	793793	660761	543430	405536	270542	149438	72360	28302	11118	9766	10680	9867	8051	8340	10742	8211	8175	8782	8345	8053	10368	8481	8563	7992	8213	7861	7748	7970	7713	8438	8243	7767	n.a.	n.a.	9055	10250	8347	8336	7865	7988
F07	Sample X67	1400545	1481191	1550515	1586826	1595322	1575797	1530011	1467792	1374622	1290231	1227918	1112386	1044917	931026	835253	733987	642081	549001	444415	384317	374191	354373	336910	312000	293771	278882	257060	233733	236286	213711	199976	177276	170041	172087	177656	183782	159688	147426	138633	112718	102295	105977	n.a.	n.a.	134121	129697	158991	132782	140065	146022
F08	Sample X68	1463522	1537533	1582927	1588637	1551398	1505012	1394483	1303112	1179101	1055067	937897	818336	676296	550852	413298	256955	163055	57756	16691	11630	9443	11968	9232	9670	8427	10328	8275	10362	7605	7910	7957	7428	7491	7852	7125	7855	7817	7922	7826	9065	8525	9086	n.a.	n.a.	10338	8271	9318	8038	8100	9935
F09	Sample X69	1499106	1571385	1610938	1600265	1570792	1502528	1438427	1327361	1276685	1181270	1077401	983972	892596	777855	666017	554861	467952	384811	362503	345913	329540	311513	289017	273728	255163	238450	225600	208591	197130	180887	169846	157078	146666	132438	155420	148300	157457	125787	113172	119455	153663	126140	n.a.	n.a.	164485	183691	189343	195672	198885	174545
F10	Sample X70	1441927	1526030	1588665	1603257	1593927	1570103	1535095	1474906	1424638	1359842	1303998	1245925	1185490	1119601	1057523	1000252	959103	934478	916522	905618	891736	870728	853485	827326	797000	780178	749837	712771	689993	659656	615086	575417	521751	472946	426407	372778	307560	220186	138073	69858	20830	13403	n.a.	n.a.	11545	9507	8475	9820	9532	12061
F11	Sample X71	1536905	1585377	1602708	1602385	1555211	1507788	1445380	1332120	1253326	1139323	1048250	958690	855101	729203	616885	509743	404147	323193	240853	245931	234661	240006	228597	220732	215806	245383	251846	198695	203050	199863	200693	198618	192850	232286	200183	190970	235585	209695	193620	180925	230502	219368	n.a.	n.a.	262412	267751	303577	383727	375281	339171
F12	Sample X72	1458550	1533663	1565195	1564752	1518436	1429670	1311985	1193151	1070932	932452	807530	687962	549737	419860	295935	118596	57807	31700	28425	33872	27192	24892	36283	36652	35472	36351	37100	36081	35728	35035	35600	35553	36340	34801	34536	36460	35922	35517	36178	34865	37626	29413	n.a.	n.a.	26532	28062	29645	32055	30322	31695
G01	Sample X73	1512572	1573320	1600262	1597471	1548075	1452302	1341965	1223351	1075305	939646	795217	649986	518642	369833	238206	106036	37696	17095	13905	12178	13685	13096	12622	12773	12851	13033	12731	11672	12106	12755	11587	11447	11327	12370	11743	12092	12322	12157	13116	12805	13033	11608	n.a.	n.a.	13401	12181	77627	11625	12195	12060
G02	Sample X74	1446975	1538311	1581163	1576272	1539893	1463530	1357733	1272362	1180251	1062841	949160	826096	671615	531413	390385	248830	141753	46853	20673	18983	17062	15988	16638	15287	15608	13773	13683	14493	15028	15160	14225	14780	15927	14826	15127	14633	15943	17997	16613	16045	16715	16182	n.a.	n.a.	15640	16577	17846	16260	16986	15557
