Well	Content	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data
G05	Sample X77	1541015	1577181	1589061	1583061	1536103	1473175	1369203	1269032	1127051	1005503	832796	653093	433647	256000	191771	169995	153067	148647	153932	148432	139606	156765	170616	169630	188852	185498	180352	190176	172613	185896	181767	188428	208455	195460	205847	196241	192702	194547	203568	197925	217612	231337	250833	252475	287848	287658	299375	317285	309913	313471
G06	Sample X78	1551252	1599478	1612287	1584608	1555653	1478661	1348323	1257232	1130938	979042	818753	636206	443333	287121	207302	186800	196248	180305	165272	166923	153682	165141	165062	160717	156736	153970	165475	157547	159663	168182	164351	168686	160216	160681	169090	163625	155167	157011	156238	161361	150366	153855	148662	149815	140047	143825	149018	144863	139360	140712
G07	Sample X79	1431547	1501911	1555132	1560663	1537122	1483770	1407001	1293530	1214791	1096247	985037	856530	697420	602230	537833	492806	460927	407983	362752	308385	253325	217547	156725	115830	97557	80301	70766	54655	48795	46801	43810	42758	43435	39200	39088	39422	40550	38245	36856	39361	37523	38202	35326	35040	36627	35862	34106	39251	35566	35376
G08	Sample X80	1407608	1495578	1545933	1562701	1543980	1490403	1414942	1334878	1244075	1139432	1026495	879055	740406	629493	584963	542473	515035	461216	423973	359217	320220	237138	185376	153428	106123	98181	77131	70185	54352	51903	51208	52362	50377	49632	47268	49108	47403	47528	46226	45425	46626	45726	42548	41842	43346	43440	40802	41707	42107	39666
G09	Sample X81	1439301	1512081	1562851	1572836	1551560	1488685	1410840	1326526	1217387	1111526	978236	847267	682637	620825	554792	504960	464708	431940	393675	337727	273736	208221	172233	122887	98788	77050	73516	51395	45445	42222	39445	39725	39013	39366	38198	38296	39960	36425	35352	35340	34836	35166	34252	32831	32632	32738	31826	32480	31078	30746
G10	Sample X82	1457737	1527135	1565478	1561311	1517540	1444415	1341717	1246675	1108402	959570	800007	629708	419875	254481	142857	106057	83038	70778	63093	52651	52325	46908	47016	43715	40743	39970	38958	35692	33995	33885	33070	32228	31402	30368	30151	30008	29191	29436	27278	27670	26436	27762	27401	28020	25273	26022	24927	26980	24240	23842
G11	Sample X83	1461862	1535197	1572176	1567265	1537862	1466907	1388601	1259681	1116736	972511	816200	623101	385352	195692	124536	95368	81616	67363	61271	55202	52736	49703	46960	44983	44597	42061	40742	39215	38407	37015	37886	35207	35531	35258	33128	32586	33468	33301	30837	31113	29372	29462	30017	30290	29168	27896	27237	28572	26848	32191
G12	Sample X84	1491236	1554881	1582046	1566093	1509382	1445278	1324525	1204932	1039967	885342	722597	510611	308750	162760	108823	90451	75513	67345	63936	56650	57207	53040	51005	48963	46427	45632	43887	43300	41517	42140	39011	39127	39906	37666	38501	36777	35912	36102	34947	35075	36581	35836	38671	33511	32663	33747	33021	32111	31932	31362
H01	Sample X85	1527415	1582763	1586245	1554587	1508727	1419431	1304692	1174067	1038932	866473	675160	478511	275991	190192	158378	142318	122661	108711	102765	97592	105412	93022	85203	85626	78573	78323	87071	102343	88635	94858	86538	98955	91846	89512	87307	86681	86435	84311	82761	81602	84287	79121	83422	79871	79442	87693	83756	79625	79436	78281
H02	Sample X86	1536607	1586013	1587061	1551175	1506660	1436335	1354751	1207143	1065643	942572	788121	582406	383182	277152	225278	204157	183973	178275	151550	150183	140165	120671	106286	95688	85240	98218	81202	81450	79161	77911	81955	83772	80108	80375	76763	74687	72925	75926	73830	71582	66366	63220	65297	61201	61922	57320	62567	60736	57793	57750
H03	Sample X87	1498665	1551043	1574622	1554917	1500251	1438841	1349470	1224725	1107847	952618	791397	580030	387597	269953	229428	202468	185172	169213	150700	138732	134926	114731	106151	100890	89277	84263	78498	73711	73577	70797	73295	73045	74475	72332	72667	70497	72491	70246	71610	71387	69042	67795	71726	67205	66710	68698	64693	65355	62792	63540
H04	Sample X88	1468230	1558255	1572418	1544803	1464602	1351640	1207838	1089938	910657	747336	544573	340997	169850	101885	76930	63552	57151	51933	48860	45115	44097	41272	38282	37716	35911	34090	33055	32457	32448	32681	31028	29608	29191	31173	30760	27551	27958	26143	27417	26165	25847	24965	24885	25455	23895	25818	23727	23281	23736	22490
H05	Sample X89	1480191	1543793	1576343	1561296	1502855	1408040	1296237	1160975	997502	796056	585677	349715	173831	103076	80401	67966	62082	56751	50176	49197	45603	44625	43990	42508	39793	38591	38611	37445	35565	34701	33838	33986	33321	32725	32250	32147	30935	31711	30553	29762	29475	31182	29182	28427	28516	27963	27518	27521	25893	26056
H06	Sample X90	1477395	1550733	1575196	1536588	1454195	1323867	1180920	1034683	851553	696301	490171	281321	138730	89853	70246	57558	51862	47503	44816	43998	41487	37600	37195	36137	35041	34422	33841	32268	32598	30852	30813	31178	29381	29085	28180	28525	27932	28881	28370	27490	26918	27242	27195	26086	26265	25568	26307	25452	24582	24776
H07	Sample X91	1455910	1540595	1572573	1569717	1534767	1447763	1336937	1201525	1059907	850612	668025	430086	208648	119975	88516	75653	64127	57692	54910	51730	49802	47658	43526	44600	42296	39772	38727	39553	36923	36932	35682	34832	33956	33042	34611	32452	32325	33806	30486	31787	29421	29105	29391	30451	28036	29367	28110	27148	26565	27005
H08	Sample X92	1490262	1561040	1580577	1566006	1500691	1399628	1304223	1183801	1063926	907056	703858	447063	233212	136920	101048	84271	73613	66586	61910	59470	54931	52507	49980	46677	45560	44281	43002	40782	38822	38850	38695	37566	36973	36553	35493	34210	34027	34615	33660	32090	31848	32703	32296	30432	31117	30032	29526	29143	29293	28696
H09	Sample X93	1480025	1548873	1567868	1526802	1417222	1293523	1165155	995851	799258	618778	420621	229641	122705	85581	64592	54753	48187	43857	40580	39577	38331	36057	35303	33738	32830	31077	30277	30245	28972	28372	28460	26795	26667	26052	26991	27337	25418	26826	26045	23508	23867	25720	23777	23017	23183	24288	22578	23240	22280	21455
H10	Sample X94	12216	16251	13030	12656	15203	12321	26621	16082	464235	550803	14978	15823	515888	14853	241805	542691	351843	518872	531952	465020	482383	464790	477607	503470	489770	128872	12586	399880	12851	204200	349846	256621	12306	472816	12592	13095	200773	440678	206611	226763	465128	12387	12757	462350	425260	241537	215351	472300	248732	13438
H11	Sample X95	5021	5177	4172	463136	178140	5665	6032	4008	3940	4531	240897	556731	6188	416216	3911	4713	160112	234650	544995	457441	363141	428236	183318	6183	7012	3941	4103	89101	4403	332056	4907	4388	439437	4481	4445	4441	332912	4871	330786	3823	4368	221088	339410	452397	4056	331540	385793	441513	4247	4593
H12	Sample X96	7555	406356	565018	6990	527336	6347	212937	528740	524872	547508	9053	7946	8292	6171	573615	541593	238575	207093	512633	6638	8116	203933	7367	368402	513495	254265	6241	466578	5933	5575	263000	366805	266740	6206	455551	5895	6011	449141	6335	6632	6003	431157	6213	303063	474537	238208	7332	428898	5911	421783
