Well	Content	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data
D02	Sample X38	1478277	1537585	1573148	1562480	1522562	1461598	1374421	1246288	1143122	997722	858976	673212	434572	245868	149960	110166	90608	78020	72268	62993	59762	55868	55060	50956	46931	47493	48487	42726	44326	41545	41757	41060	38800	38913	38363	37061	35930	44736	36521	35936	34458	34238	33361	34252	34353	32385	31480	31700	30607	32216
D03	Sample X39	1461975	1544293	1578550	1564436	1525138	1450808	1358106	1246793	1124020	976762	818747	613480	378457	214026	131491	99770	84236	71766	63892	59936	56045	53125	51670	48848	47817	46000	43558	43925	42493	42671	41712	41567	40892	38670	37305	36498	36692	36127	35527	35746	34731	33542	32783	33517	32370	32866	32807	31222	33577	31027
D04	Sample X40	1412012	1505788	1563378	1573157	1564277	1523670	1458560	1370913	1290356	1198435	1072975	953736	817311	754038	712188	669413	637003	565067	505491	416205	359143	268071	212757	148602	103061	90873	82617	82607	76791	74860	74515	72497	77257	75071	80766	76526	70700	71628	69452	64971	67408	64478	66345	63155	77017	66392	66665	66553	62027	62582
D05	Sample X41	1394728	1497612	1549973	1556466	1521751	1458358	1355517	1241838	1103273	951046	818131	597791	412428	236852	165532	122095	101550	89107	76862	61478	55548	52850	44438	41345	40683	39400	34922	33967	32611	33068	30612	32053	30251	28733	27597	26882	29015	26158	25651	27236	26778	24756	24357	25157	23353	23956	23465	22435	23073	22736
D06	Sample X42	1468626	1543012	1560110	1553195	1501466	1433887	1348743	1224937	1080670	900667	718741	492155	280360	165490	123493	101333	80650	70368	65253	57200	53906	49918	47035	43340	41456	41121	39361	39855	38230	36803	35615	35290	35358	36641	33657	31933	33118	31793	32501	30876	30272	32367	30945	29700	29842	28821	29027	29423	28902	28351
D07	Sample X43	1449860	1521086	1554713	1555935	1520085	1468705	1359358	1268271	1141660	1011150	871443	693128	483702	271358	154267	115493	90298	77143	69140	67065	61911	57055	53793	48425	47032	47766	42868	43927	41670	41633	39372	38797	37625	35306	37863	36578	33892	33710	33876	34251	33257	32126	31950	31716	29968	29392	29235	33847	29776	30118
D08	Sample X44	1474882	1552590	1576391	1567092	1530690	1474221	1403752	1277013	1175028	1042673	889663	706743	495095	288410	158471	118007	96753	84556	73918	65836	62746	57955	53067	50763	47246	45887	44050	43548	42163	40781	40002	38223	37127	36848	35095	35948	34776	34456	35352	32885	32635	31635	32097	31042	30598	33000	29503	31912	29057	28538
D09	Sample X45	1495720	1557222	1558848	1535963	1504927	1436596	1376168	1306615	1216621	1128927	1063813	912096	750741	583622	527210	470086	424810	382113	409710	399650	394430	378573	384941	332633	330135	371338	344292	346558	339581	327203	351007	321506	327772	322872	325307	335648	307813	312167	322968	323500	285835	287052	278921	280795	298152	271061	260790	279158	286772	278501
D10	Sample X46	1419152	1520396	1556640	1557818	1528475	1454831	1353002	1255085	1146606	984170	893835	602736	384830	203165	124001	93513	78747	71246	64225	92118	59668	64138	53160	63217	84228	90695	87622	84911	85106	82965	201562	78995	81012	76533	78433	78402	74875	73820	73307	72843	70485	70747	69088	69757	69007	67387	67225	65230	67458	66631
D11	Sample X47	1441038	1515705	1553512	1548575	1511162	1445976	1371711	1268887	1135533	1023248	864415	695217	480401	267598	158312	109755	91892	81318	68781	66425	60036	56078	55000	50955	50787	47895	46557	46153	43876	42043	42420	41361	41046	39081	38932	36361	36583	36865	37103	35586	34548	33067	32531	31838	33727	31925	31393	34375	30451	31531
D12	Sample X48	1400657	1510472	1569866	1580528	1570247	1536818	1485701	1441162	1372268	1294636	1218791	1095488	981166	914171	881633	856156	834115	811817	777406	722643	650290	531122	388908	247577	174336	162528	157560	150138	150217	147071	143015	151237	141961	138835	146510	141002	137707	146586	148811	143741	138480	137103	137537	134975	130197	131937	129431	141937	142103	133832
E01	Sample X49	1519040	1577261	1597598	1569451	1515788	1435456	1332192	1214530	1074660	927992	739301	539951	307546	238696	183423	173612	157838	144195	148738	152167	144083	143705	135573	127655	129333	124772	135285	131450	137386	138835	145243	154871	185590	184167	179030	178695	205178	187593	204060	183890	210867	197426	204251	229641	233477	240718	239348	242998	235717	242358
E02	Sample X50	1467728	1538697	1575916	1565081	1530883	1428065	1362143	1273377	1123401	1034240	855232	688833	462430	256886	153850	115587	92040	80468	74230	64468	60595	56895	55571	53078	49781	47487	46616	45955	45396	42750	42285	41393	41038	40496	40342	38930	38126	37656	36220	35968	35501	36288	37465	34271	34106	32426	33210	33557	32163	38416
E03	Sample X51	1471045	1546346	1563891	1564736	1523221	1450522	1351535	1241097	1109093	983147	791017	594773	378418	197287	122838	96481	79957	68048	61725	58995	55177	52082	48258	46086	43510	42843	41206	40947	39227	38972	36722	37162	35242	35018	34722	34023	33287	31932	36223	31943	32065	31066	30421	32473	30025	29920	29337	29268	29520	28990
E04	Sample X52	1444776	1508810	1571937	1593816	1577883	1533485	1467210	1402026	1294701	1207511	1085653	950702	809757	744481	714180	681811	644872	595035	542576	461698	398625	329925	249790	199593	157980	106627	82361	75297	73056	70158	69042	67107	65302	70181	66943	64077	63402	61965	69517	64660	61266	61732	61687	60566	61572	60905	57161	60040	61175	58543
E05	Sample X53	1405865	1486855	1539931	1545780	1514615	1454046	1357297	1259078	1104616	957501	782615	581335	343433	226318	159407	139853	111835	95176	79963	67738	57202	53293	49108	46261	44268	43567	40331	39023	37717	38053	38806	35250	34618	33652	32967	32596	34856	30850	30008	29603	29441	29212	28362	30721	30277	27407	26965	28523	27842	28716
E06	Sample X54	1470116	1536518	1565826	1559543	1527073	1459295	1348947	1237252	1115376	977843	819017	623752	420642	226258	145761	112206	88656	75886	67723	62393	60230	53113	49122	47000	43082	41383	40731	39152	37438	36541	35887	34457	37798	33220	32985	32106	31311	31785	31080	30410	30881	29060	28765	28370	27232	28675	28193	26625	26533	26241
E07	Sample X55	1460353	1510923	1555416	1561142	1523026	1460220	1371720	1269030	1146023	1025911	866570	662072	454326	245583	150718	114107	91811	82982	75585	69353	64001	61677	56548	56462	53062	50058	48715	47308	46993	52047	49087	44283	41606	42286	43690	39700	38465	42038	39346	38757	38093	37893	36443	35386	36095	36955	34047	34737	33852	33735
E08	Sample X56	1464708	1529127	1565317	1563583	1537968	1486625	1405830	1275437	1166787	1039242	858435	688868	468971	250522	151173	114527	90163	82250	70787	64180	62520	58298	53401	51066	47955	45925	44740	43575	41041	40622	39703	38593	38440	37292	35148	35810	35013	34280	36047	33168	32992	32048	31847	32400	31918	30351	30006	29767	31396	30131
E09	Sample X57	1523566	1559242	1559181	1531528	1488798	1432463	1370913	1290716	1153158	1111158	1029571	872662	752745	608543	515272	464868	467428	455353	405388	396241	394748	378821	366556	344072	327898	345860	323707	310000	303840	331252	316101	283242	300028	280963	289178	280103	280017	292791	257821	270977	261675	263320	255175	249960	240681	255260	222001	226913	233317	242805
E10	Sample X58	1440637	1531160	1562047	1554546	1522418	1467542	1372850	1278507	1130591	981575	825007	645955	431810	270808	156370	113131	95376	79820	77035	65721	63001	56902	54352	61042	76273	94028	103536	101755	99691	94136	127326	95551	90556	89862	86936	86110	85632	84975	82168	85385	80792	79206	80288	77606	75160	74625	74533	73433	75368	74761
E11	Sample X59	1438370	1514430	1549247	1556387	1517356	1456235	1384878	1282933	1151376	1019822	888886	711558	512313	290705	168660	127618	106627	92966	84700	78190	73268	68978	65495	64152	62246	58670	57885	57532	54933	54272	52762	51596	50933	50037	50405	49655	52357	48106	50067	47553	46270	45646	47088	46271	44433	44216	43751	45877	43166	43536
E12	Sample X60	1454946	1523333	1564047	1581193	1580243	1548185	1490431	1458203	1373852	1308443	1212326	1088833	981872	918352	893795	860751	838528	830802	801835	772111	726487	651446	538510	396250	297740	207308	178632	165530	157575	156988	154495	151648	154242	149377	146758	145007	140810	139621	139853	140065	137866	137745	135720	133847	134310	137368	145262	133298	131028	129591
F01	Sample X61	1491020	1567413	1575123	1548541	1497832	1427316	1325175	1209886	1066750	854247	676550	438433	257198	182403	173423	150723	142395	136923	126387	143942	139116	144198	166186	162865	177057	187972	188163	208750	194286	199573	204581	209498	190681	224741	225323	239190	236512	220488	216161	225526	227580	228445	241675	230580	223976	219175	223705	222130	220161	210155
F02	Sample X62	1469948	1548501	1571276	1559673	1519145	1433992	1294027	1221547	1075011	946140	764123	529498	287765	141997	102718	78045	69525	59630	56042	50222	48138	47452	44900	40768	38608	39723	38690	34741	34137	32552	32750	31688	30705	30102	29283	28723	28287	27677	27377	26637	25863	26891	25962	25321	24855	24832	24710	24166	23392	23105
F03	Sample X63	1462690	1560330	1578365	1546797	1508598	1413083	1308566	1180256	1033977	844508	651013	429460	216897	125016	91217	70601	62331	54473	50585	46873	45122	41277	41017	37940	36911	35501	34968	33121	32678	32193	30448	30348	29671	29145	30023	29795	27306	26982	27346	26391	25853	25566	25556	24576	27251	25172	24498	25181	24833	23928
F04	Sample X64	1455045	1526190	1579313	1598216	1582588	1546413	1475193	1389997	1305858	1224312	1101611	968971	853311	809592	775581	742545	711971	664285	609911	543822	458771	394108	305057	241193	174408	108897	82968	81801	76190	74406	73876	73977	72552	71758	70890	70656	69225	70068	67592	68858	73782	72826	72718	66165	61981	61891	60866	59873	62430	63488
F05	Sample X65	1441777	1515310	1556852	1549230	1510807	1415320	1330213	1178467	1029770	927217	737662	522885	325235	222407	172260	141962	114393	103506	83551	74096	62616	53443	48225	44716	42051	40012	37630	37275	38158	36557	33732	35960	34095	35647	31563	31326	30890	27931	28361	27133	26268	25616	24712	24287	24585	23633	23402	23055	23023	22515
F06	Sample X66	1459651	1539202	1561225	1547993	1513137	1441585	1348682	1251305	1102213	949663	786132	587067	376601	210581	136001	104838	90951	81206	77532	70402	64892	60712	58633	59230	53616	53228	51080	49002	48821	47600	45448	44642	45321	44336	43606	44167	42002	42773	41668	41077	40150	40388	39315	39062	39118	39385	38411	37478	37497	38027
F07	Sample X67	1439638	1508993	1555596	1553831	1523936	1440140	1362425	1240267	1119311	982885	838200	638220	406882	225060	145738	103622	86692	78411	78827	64845	62316	59613	54797	53052	52315	49366	48305	47291	47820	43225	43817	43727	43952	41697	42167	40691	39412	39876	39363	39096	37442	37790	36211	37227	36826	35606	36965	36230	35771	34246
F08	Sample X68	1448997	1519867	1559785	1554422	1523936	1462290	1382488	1251626	1135628	996363	832730	617667	418280	219911	141178	112455	94253	81597	77202	70015	66377	63167	58673	58753	55436	55722	51866	52533	49271	48362	47422	46160	45585	44178	44260	45496	43535	42397	41982	41696	41275	40765	40317	39828	40070	39425	38966	38451	38182	37423
F09	Sample X69	1510660	1562240	1565685	1542066	1488961	1427058	1333625	1268101	1169516	1048383	921475	770530	624532	444610	402857	365281	292581	318145	265771	282878	278690	264150	266236	260737	299146	267880	238827	243692	242073	254255	220880	281372	304146	303811	298490	292506	251227	261948	276735	244887	255497	268518	269253	256312	233973	239368	265178	253703	222990	226402
F10	Sample X70	1446403	1521358	1561206	1566002	1531116	1468256	1369876	1265251	1141478	1005586	834033	632017	397220	202550	133553	157758	177316	76813	72241	59740	53440	50757	46882	50617	74501	86890	90370	88788	87167	84621	84532	81780	80436	79578	78672	80725	77645	74446	74238	151213	75318	71281	71288	201758	70790	68751	71653	69807	65915	65582
F11	Sample X71	1442355	1513012	1559572	1552175	1518465	1457626	1346202	1261003	1121833	993582	838972	648025	420498	229580	143313	97480	83731	73538	65043	58341	55825	51587	50690	49412	44671	43353	42491	40542	39353	38583	38011	39715	35897	34683	36143	34631	33252	33041	32656	32168	31337	31626	31757	30830	31505	28512	31890	27771	28638	27430
F12	Sample X72	1444201	1507976	1573741	1592763	1590133	1566795	1518565	1468906	1389483	1313058	1213600	1095070	980750	912901	888298	879060	846615	827133	797956	744851	669678	592533	470066	340292	231691	193823	167331	160860	160462	153436	150963	152632	152058	153086	145643	142645	143702	143143	142400	143117	139935	138691	137653	136316	135143	137007	136566	130525	131588	131736
G01	Sample X73	1555190	1608007	1612827	1584648	1568762	1516520	1451531	1380116	1288523	1166866	1049116	893517	707535	437127	288366	180236	141322	121982	115728	111920	104445	109047	108485	97223	106202	104291	104420	94711	96925	112802	116532	120382	125992	128261	131601	133772	132088	131586	134447	125916	135731	129500	130396	129058	129816	127128	130042	126776	129351	127277
G02	Sample X74	1487615	1557327	1567938	1557723	1520953	1427508	1405452	1299683	1196925	1065857	948857	778691	597796	417328	379381	314808	345825	310485	318466	326213	283653	330047	284515	293437	315370	298095	305287	337957	308188	308503	358636	345495	366836	376655	338091	362143	371116	364538	357901	353172	319553	321683	321182	355670	341305	322958	312720	328960	332737	309048
G03	Sample X75	1458070	1521890	1539318	1553108	1500276	1485305	1411768	1342103	1279096	1185430	1054625	934703	780233	592070	519563	423725	406492	415078	422876	414782	385873	389898	393802	383761	388626	387670	387968	419863	413647	379925	372440	367383	409405	395607	383286	376045	379026	380315	385476	415232	382301	412622	410603	431691	399053	416032	467917	425370	419636	417510
G04	Sample X76	1530231	1594835	1607610	1598335	1506905	1487862	1351513	1246100	1121457	946538	811893	653907	422458	301903	199661	195782	192226	164800	147117	149850	169373	167531	171510	178725	186007	203653	183331	191927	194921	193751	191418	186201	194185	179456	175381	183047	179953	177547	175352	166687	179013	170350	164371	171677	158308	173230	163736	165567	157822	166151
