Well	Content	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data
B11	Sample X23	1482943	1554000	1567360	1566422	1538381	1498562	1444120	1367857	1295181	1221976	1137232	1063507	979146	904950	800902	702546	604215	535502	556167	499943	517558	466745	480965	464651	441777	436406	420638	358500	347791	371635	333771	303260	335615	310337	282812	324490	315246	304372	300876	283511	273456	242945	240407	177771	225055	216756	203705	226926	227158	n.a.
B12	Sample X24	1378397	1406828	1441608	1561188	1562745	1359057	1480347	1415408	1347822	1262603	1175847	1061756	966938	850551	713050	593803	456416	449087	284257	274977	246776	217017	209746	181600	142711	118388	102741	74622	73481	45988	27823	24461	21726	17841	14761	13407	16807	22037	8987	13927	8220	7898	7946	29897	72058	8666	8580	8085	8377	n.a.
C01	Sample X25	1439616	1551441	1597363	1617561	1613716	1590140	1550021	1492397	1413127	1371363	1298993	1224122	1144297	1061662	976600	887116	826772	795082	777366	760332	750903	729805	711827	683415	649081	605203	576505	509497	459888	418516	336536	254946	172547	102000	78233	26306	14373	10218	13000	9845	8768	8336	9037	9646	15310	10511	8462	9222	11080	n.a.
C02	Sample X26	1447422	1550190	1576670	1565148	1526398	1465322	1374090	1288761	1176160	1080560	963492	848106	712510	574730	429395	303882	218642	204162	166195	155963	156720	148033	128696	101946	111960	80516	63597	64752	47577	46547	34753	40945	30951	26515	33716	26498	23610	25306	20713	23475	20846	22137	26727	20858	25323	20871	20021	24086	21056	n.a.
C03	Sample X27	1422263	1542696	1570372	1567631	1557801	1518470	1415370	1386127	1332441	1270748	1189300	1080471	1001922	937707	819801	723528	592302	517266	417732	414942	434911	383933	432128	471002	500116	552760	604321	647361	724901	794457	847018	839721	755028	667937	623165	643267	612735	635413	629240	386826	389991	353232	386511	391642	491176	492757	474281	493472	469216	n.a.
C04	Sample X28	1439151	1509863	1556008	1560936	1538007	1482940	1403063	1304380	1201310	1090115	981406	839511	726372	609992	461653	308485	160708	56348	23035	11157	9488	8506	7351	7300	7758	8030	11121	6593	8288	7188	6937	6951	7445	8510	6742	11003	6722	6321	8032	7697	7291	7996	7623	9348	7145	6178	9073	7926	6308	n.a.
C05	Sample X29	1375220	1464508	1533685	1564143	1551835	1515036	1453068	1367721	1271257	1144355	1039753	924131	800670	674690	530948	387418	223906	129762	81033	71516	56268	52491	36006	34103	44320	23478	18127	14853	15362	13320	10003	7580	9312	7416	7397	20485	53786	5115	4772	28640	4448	6461	4385	4066	4323	4760	4226	4717	3867	n.a.
C06	Sample X30	1435151	1512116	1561178	1567765	1560360	1524765	1460730	1368482	1271165	1150170	1036343	915047	762533	616570	432560	252000	133063	109252	82092	77508	63776	55536	50860	40751	28280	25250	18792	13580	12332	11127	9902	9551	8706	8327	8268	7387	7623	7257	9586	8471	7227	7385	6922	11976	8148	6073	7097	6883	8910	n.a.
C07	Sample X31	1463176	1543315	1569457	1564392	1532376	1476081	1414887	1333251	1237927	1145050	1049038	943298	843403	715322	579141	460132	396776	376942	344052	326060	306496	300521	277947	262757	232285	222130	200475	175321	151547	132265	113577	92837	68836	35930	27195	18591	15905	14153	11267	11615	13141	14356	13566	10965	12360	11810	9350	8677	8987	n.a.
C08	Sample X32	1430515	1539686	1570242	1569577	1542418	1495618	1415063	1323071	1184811	1071085	934261	765433	608626	415495	209728	61223	19320	11652	10163	11895	13917	10732	9338	9318	9267	10316	9132	9558	10041	9198	10148	8833	8978	15245	8963	10437	13512	11640	12051	12276	11047	11505	10961	10213	7880	8260	8288	9295	8777	n.a.
C09	Sample X33	1423527	1525907	1552760	1562177	1517812	1477282	1409138	1326257	1234268	1126707	1000121	909826	775303	650471	515790	349783	198891	76151	26050	19506	24332	17305	16805	16697	18565	17886	16553	16910	26403	16930	16876	17572	16532	25487	18303	18488	18447	38287	17831	60881	114725	167501	21160	22750	98472	169353	46266	57066	76838	n.a.
C10	Sample X34	1246515	1360325	1450110	1515918	1543048	1543086	1523521	1476633	1409320	1368828	1299442	1224445	1139267	1063486	915251	862453	767516	687248	606918	561962	612680	611837	623517	666463	613952	660697	702820	746956	741713	832787	855402	802603	769450	771830	754415	688477	673836	717082	685828	794891	720016	719856	704401	739310	867206	729963	747902	836046	596230	n.a.
C11	Sample X35	1500376	1549098	1565097	1553155	1528991	1480108	1421682	1346766	1295896	1205213	1135491	1066126	967750	863348	763757	683033	588777	601418	587102	567638	531707	554908	539091	528008	512155	462197	481132	433740	455610	441727	383601	393153	346471	356136	325153	309956	277501	257547	279807	237012	250720	236152	228207	188425	195697	190537	239023	243222	223821	n.a.
C12	Sample X36	1375911	1473457	1531241	1553675	1552490	1523626	1377275	1413108	1335735	1256308	1168772	1067018	961336	860096	720655	592523	483448	367527	357720	303195	304517	249401	228423	199877	168888	143366	120523	89142	67268	51310	38918	28603	22783	19607	17395	14226	13853	12067	11392	16220	10987	10566	11973	10037	10418	15555	81372	11032	15958	n.a.
D01	Sample X37	1455977	1550670	1574112	1524825	1433935	1315995	1154007	1033100	898040	761898	628252	499351	354326	223281	101235	39002	20347	17078	15581	14401	14457	14163	12067	10877	10890	10867	11862	12887	12690	13322	12382	12536	18441	11495	12366	11007	14441	14745	10926	10766	10402	10535	10181	11362	10308	10213	9965	12752	8835	n.a.
D02	Sample X38	1436942	1522035	1563647	1573672	1552726	1485932	1417472	1322602	1213678	1118648	1007636	855858	755888	620405	481241	331562	177613	65046	26753	29813	20350	26760	19266	17265	19126	15943	15776	16402	14668	22212	15131	15193	14693	14336	14041	14758	14307	14616	14118	13692	14248	12986	13800	15035	13912	12776	12508	14455	15183	n.a.
D03	Sample X39	1444071	1529296	1552030	1543180	1524742	1486705	1449658	1386715	1325910	1240187	1169603	1114716	1028591	886552	825541	733195	606435	519883	478867	384722	416300	420187	403127	424156	445788	430676	456388	531181	626881	698462	671725	648627	680528	689237	365165	324091	320737	303583	438260	541057	602917	652008	648771	650495	671530	682512	887417	908116	392382	n.a.
D04	Sample X40	1431347	1511816	1559061	1569727	1553922	1507913	1436245	1350756	1255226	1146680	1021351	908631	812251	675917	536580	408350	240586	105495	31803	18703	15360	16146	18257	17906	18556	17123	16183	14626	14798	14226	13111	11722	10891	10460	10416	10651	10156	10397	9512	10552	9595	9790	11406	9826	9558	8870	8830	9357	9543	n.a.
D05	Sample X41	1395277	1496565	1545020	1559010	1554198	1514532	1457642	1381096	1286185	1190653	1064180	954457	843538	712758	588567	445615	296868	158856	51428	20486	17076	10297	9498	9422	8548	8400	9556	7658	7893	10327	7526	8360	6996	8608	8512	11516	7121	8563	16761	8597	8922	7793	10370	8112	6253	6461	7546	6925	6586	n.a.
D06	Sample X42	1391511	1503120	1551695	1573260	1563548	1527675	1476943	1398110	1291202	1191706	1092292	968997	859878	737866	597911	459817	304078	150960	42637	16533	11057	9855	8897	9580	8657	8812	8161	7768	7085	7211	7768	6887	6938	6281	12526	9586	7771	6216	7805	6445	7088	7602	5772	5775	5630	5855	7812	6702	6777	n.a.
D07	Sample X43	1398143	1480852	1542367	1563698	1562571	1523486	1485428	1411475	1308935	1223262	1122821	1010487	897430	780842	655967	529260	374716	249105	180175	172368	150595	150366	123782	117082	112072	88911	65838	62150	49916	39840	24551	22112	13983	11053	9185	7540	8211	6625	7423	7063	7762	8497	7036	6212	6690	6428	5661	6575	5817	n.a.
D08	Sample X44	1405525	1501565	1550030	1564333	1555992	1523660	1465592	1398808	1296861	1202103	1076265	961516	837968	708576	574142	430340	276670	107943	43635	21167	20158	14845	13975	14517	13810	13413	14292	13508	12536	15031	13291	12447	12381	12316	12698	12856	14317	12477	12196	12587	11968	12100	12070	13392	12022	12708	11721	12251	13440	n.a.
D09	Sample X45	1423980	1536407	1546695	1532858	1471181	1381021	1263917	1145740	1042206	898555	770741	647537	530470	397807	275232	149151	58151	24730	17502	15832	14182	15218	16447	15216	14641	16610	12675	11432	16086	15397	15822	10376	14605	15890	10070	11391	14966	13461	14061	13231	10728	14890	13570	10688	12577	12542	14470	10672	16268	n.a.
D10	Sample X46	1389917	1492235	1529716	1541655	1525260	1483127	1420728	1350946	1250258	1178497	1073860	972285	851782	803072	679037	568025	446316	344680	339002	293715	321446	310920	366581	359533	382006	381865	331012	323858	373260	380312	322700	319895	388063	357100	390783	388402	321596	381838	380605	350402	371081	374480	356960	316431	308296	301288	348431	347895	288877	n.a.
D11	Sample X47	1438168	1516972	1552627	1559496	1531577	1469395	1406917	1315795	1232432	1140951	1041870	945955	846076	749893	645427	523765	420775	368815	344598	318170	321543	313898	299122	284436	265905	251563	284537	265220	274418	272688	233225	217921	215886	193681	185990	169330	156748	158293	152292	142576	142393	150251	139291	78665	119001	108236	109871	105216	97417	n.a.
D12	Sample X48	1386778	1476605	1532775	1544598	1524782	1480141	1412063	1321410	1224306	1106696	995438	893421	746655	631060	501461	358810	217041	86971	27115	15356	12122	12466	13542	11065	18046	12527	11898	10677	11988	11113	10861	11008	10088	10971	11512	17005	10388	9950	9827	9733	9221	9773	10337	9927	9372	9652	9626	9351	10492	n.a.
E01	Sample X49	1409971	1520697	1557920	1547482	1486370	1390822	1283918	1156532	1006053	893362	762813	633227	487690	348856	204761	114021	71426	46241	50368	35376	32196	28722	24460	28116	19767	17437	17763	14737	13365	13093	11328	14228	12637	10987	11123	11575	15046	9848	9661	9510	16638	9621	8376	10585	7900	7800	8188	9458	8391	n.a.
E02	Sample X50	1416367	1511518	1560825	1570498	1541546	1477850	1398003	1316482	1224680	1112465	974200	839426	708536	569567	430041	285857	142291	39263	20326	14753	13965	13637	13601	12352	12726	13210	12073	13252	12017	12760	11453	13733	11560	12595	12215	13512	11698	14140	11293	11123	13721	11195	11866	11506	11468	10270	10697	15788	13728	n.a.
E03	Sample X51	1439233	1526843	1544692	1546383	1528455	1481817	1417857	1381236	1308520	1253980	1151783	1104555	1003697	914918	818840	707111	615701	488625	475183	397162	448113	439098	427355	424038	346290	343962	403528	376377	393745	428140	452678	480780	490353	510990	362595	382352	384063	479162	489008	580596	591558	603451	673265	600028	798002	910953	894348	905888	898268	n.a.
E04	Sample X52	1413811	1522387	1569315	1579148	1539258	1479228	1379985	1277208	1173852	1074467	965436	838181	710801	568905	421063	281356	135045	44531	13367	8140	10645	8998	6646	6558	10567	6441	8806	7130	8457	6108	5478	5928	5752	5758	6207	6896	5571	6187	5557	5776	6103	5521	6923	5072	6200	5546	5470	6141	5980	n.a.
E05	Sample X53	1382371	1491081	1534926	1557903	1543992	1503762	1427652	1356143	1255571	1148238	1033921	927298	811907	680180	560495	408440	262616	116230	29240	12012	8661	7156	7376	12055	6676	7306	11435	6426	7340	8206	6966	6998	6388	7105	6387	7016	6566	6646	10575	7547	6382	7046	6908	6116	5893	8542	6667	7500	6441	n.a.
E06	Sample X54	1397726	1492563	1545101	1561617	1554088	1515101	1444593	1346653	1244145	1152917	1018113	899862	785188	656797	510201	360975	210408	76973	21843	11748	9263	8940	16370	8556	8997	10400	9076	9577	7881	6480	7038	6891	6426	7468	6066	6400	8831	12716	6818	7602	7170	5961	5941	5502	5605	6421	5813	6937	6373	n.a.
E07	Sample X55	1409683	1498080	1556051	1551187	1513750	1435693	1332816	1231155	1115727	1000478	888523	773570	642135	523512	388858	289845	197507	152987	139670	134125	117000	105082	96496	97550	74611	76817	59253	46352	40768	38673	28177	21580	16270	13361	11800	11597	9831	9268	9000	8785	9112	11210	10827	8528	8618	8402	8525	8491	9081	n.a.
E08	Sample X56	1391437	1498231	1547302	1565476	1558481	1505321	1440082	1322263	1225102	1119500	989480	870450	757993	618498	481803	323240	167932	51892	13887	10043	10023	6555	6388	6491	5865	7633	6433	5510	7663	6487	7038	7921	5628	5373	8098	5667	5745	6152	5967	7296	5851	5845	6943	5165	6840	5676	7582	8293	5321	n.a.
E09	Sample X57	1418831	1507780	1555548	1539837	1484295	1390202	1266240	1156265	1017976	898493	768720	646698	512326	378320	246261	125311	44142	22570	18801	16370	16186	12998	12715	11717	13661	12852	10913	10727	12876	13876	12378	12240	9963	9783	12370	10886	10297	12017	12142	10258	12995	10560	11543	11485	7701	8550	9058	9295	7475	n.a.
E10	Sample X58	1435740	1509770	1551913	1562037	1539358	1499872	1429522	1354023	1263347	1182953	1080705	962171	845047	735610	605550	498310	337875	261985	187971	220122	221622	230813	247421	296827	278977	259297	215218	280432	294745	298538	287795	305430	319395	331202	409486	446900	419231	444997	494757	516643	605660	620228	630843	551920	831867	883387	868361	353201	352405	n.a.
E11	Sample X59	1480698	1529233	1562897	1568530	1541998	1491408	1437057	1345986	1258997	1171935	1073016	976930	875045	774197	645302	532695	428752	369696	346276	325026	318085	301245	286621	276811	249107	239861	227332	205158	183035	154630	145148	135131	124496	112045	100656	82622	61427	58507	49637	36577	62528	67502	64938	46412	55052	70383	69956	72573	72626	n.a.
E12	Sample X60	1416763	1494768	1533520	1546607	1524031	1461351	1381278	1285157	1166161	1060632	939671	821332	702592	575710	433118	299980	156967	53890	22526	15317	15000	13696	11926	12132	15621	11648	11383	11833	11912	12103	11561	12202	10356	10927	10943	11612	10841	10662	11338	11560	11525	10677	11083	12328	17550	11081	11435	10842	11915	n.a.
F01	Sample X61	1425851	1517000	1565135	1543183	1468587	1371771	1247438	1103736	970305	832547	694618	545277	414228	266072	143373	66986	50973	35015	31615	27802	27477	23975	23928	21950	18313	18856	17848	16111	15176	15235	178348	15228	14246	14236	18460	14741	37050	13436	13653	13912	13755	12505	13800	19291	11952	13178	34753	12046	13080	n.a.
F02	Sample X62	1484923	1552432	1573923	1572223	1524796	1466561	1356685	1254491	1131951	993808	876245	747353	607957	480298	332635	188966	84473	45836	36338	33942	33850	32295	30418	31782	29742	28092	28020	27533	28418	27607	28150	28030	30466	27178	27461	25875	21610	28500	26798	28122	26887	28038	25532	27656	20590	16720	15348	18578	14901	n.a.
F03	Sample X63	1406880	1482288	1522732	1537937	1516951	1469023	1415426	1335235	1225505	1161042	1053867	947341	816660	734316	547968	495575	364832	243065	282488	251982	263961	265885	268893	221246	263078	324323	366316	395530	470728	250265	305551	286952	211252	207842	204032	244072	244342	296935	323717	361765	422076	442236	516806	430552	592951	586263	298403	238368	239388	n.a.
F04	Sample X64	1413660	1508087	1556448	1558041	1515961	1432121	1341812	1239675	1108727	989296	847453	732110	597552	476938	341317	201853	83185	20930	11321	6818	5221	5652	5533	6130	5382	5883	8697	6237	6840	5102	4460	5353	6783	5377	5102	5031	5858	4485	5653	5048	5453	4428	5260	4335	5260	4426	6055	4698	7503	n.a.
F05	Sample X65	1396447	1497883	1543203	1561487	1537696	1478448	1396932	1289848	1186650	1053236	941570	791292	668700	539913	404588	261810	126487	37966	20727	7911	7043	6453	6816	6701	5700	6028	7467	5951	6526	5872	6863	5967	5746	5927	6501	5938	6406	6912	6658	8237	5912	6063	5667	6883	5955	6547	5818	5963	5526	n.a.
F06	Sample X66	1395573	1490495	1542540	1545635	1507366	1429948	1327468	1211512	1088208	963406	834925	711260	586117	441065	318460	186776	75332	20992	8578	5717	10536	78088	4668	4760	5270	5072	8541	6513	6516	5708	4652	5415	4970	4353	5866	4966	4900	4410	5101	4287	4000	3863	5173	3896	4427	3943	4038	4395	4130	n.a.
F07	Sample X67	1387507	1491970	1552520	1553072	1516382	1444438	1352451	1237162	1131172	1023221	900482	788275	662667	546915	418192	299832	219032	152397	158423	136253	121852	115621	90990	77125	71901	61728	60495	47037	47795	32027	29065	20363	15941	14133	15478	12176	11732	11712	10298	9512	9588	9982	9491	9170	10221	9226	9686	11898	9192	n.a.
F08	Sample X68	1388930	1502851	1553726	1567877	1548960	1499613	1411751	1335077	1240581	1109016	985340	839821	731871	589631	447567	308772	156936	52406	19882	13953	12158	11181	15385	12867	12260	12040	12167	15186	12676	10977	10613	12383	12786	12337	11047	11551	10703	12188	10968	10713	10233	10187	11672	9941	9720	11776	10735	9993	10392	n.a.
F09	Sample X69	1415265	1515251	1550998	1521798	1442293	1325170	1203343	1057597	929723	794903	667867	546097	416295	289781	161467	70685	20500	10158	11111	7671	7805	9726	10755	6643	6650	10043	9343	10097	9615	6835	9101	9880	9128	8185	9701	9952	9291	9706	10730	10355	6983	11638	9342	6516	13018	8302	11016	9452	9678	n.a.
F10	Sample X70	1357213	1463247	1511447	1528305	1518903	1469360	1413937	1317330	1239777	1158061	1068328	948745	834560	714946	644113	501007	392036	373840	362661	366957	342877	319433	332365	389935	395041	477895	573660	530548	429752	428572	363368	429687	428247	364096	401047	441446	374102	443533	439200	417027	454043	418671	451082	365798	438191	444591	401195	467550	417670	n.a.
F11	Sample X71	1477660	1547421	1562086	1534091	1462487	1372548	1255855	1127885	998226	858326	704086	546365	384337	304025	271457	270347	254741	250582	226623	192392	176268	162938	133351	126316	117380	106358	96467	89241	92253	72771	74025	82227	97002	73401	70710	82935	68097	68285	96116	75352	85672	92402	80648	116138	83468	88152	92518	93307	90262	n.a.
F12	Sample X72	1261855	1404582	1492096	1546651	1543980	1489806	1405107	1282293	1150992	1016915	883376	722447	613786	472357	323645	214078	70898	22703	13232	9440	11596	8466	8142	8962	9495	9022	10851	8211	8061	13890	8212	7972	13713	7935	8520	8406	7751	8568	8447	8723	10807	7815	8896	8997	9477	7711	8072	7737	7881	n.a.
G01	Sample X73	1422367	1528630	1581052	1591402	1557620	1469747	1379222	1293428	1181583	1017498	867967	740272	577398	441128	276131	124980	35263	16392	11222	11175	11351	14471	10986	10583	9786	11185	9500	99223	8895	9376	11825	12660	10490	9388	9688	8747	9316	9306	9650	7743	8812	7376	8140	6851	7587	6805	7187	7557	7583	n.a.
G02	Sample X74	1405965	1499298	1565181	1578811	1569542	1525648	1453755	1367673	1250666	1162383	1041096	907917	799538	652187	504068	339732	165668	47766	19948	17246	14752	13631	13177	13395	13452	12972	15156	12095	12192	11987	12232	11395	13526	11578	11665	12056	10945	11566	12737	12257	11523	10906	8928	9677	10118	9436	9682	17868	9502	n.a.
G03	Sample X75	1401383	1496948	1559017	1562986	1533835	1471557	1357068	1223962	1089793	967303	825663	704838	577115	404511	260698	114657	31615	14412	12320	49792	12112	10945	88067	12518	10466	17105	62380	11843	40098	10536	9952	10272	15407	10141	10261	10353	9951	11562	10186	11470	10696	11671	11277	10662	11163	10942	10445	10385	12297	n.a.
