Well	Content	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data	Raw Data
G04	Sample X76	1383025	1504083	1564117	1573266	1542667	1486477	1367808	1264857	1129517	996362	861332	739551	600927	463348	334597	193007	78502	20691	7351	5776	6232	5132	6592	5067	4858	3913	4840	5070	4911	4752	4180	4287	3646	3566	4772	5955	4037	3667	3802	7091	5203	4118	5297	4723	3692	3742	4545	4781	3653	n.a.
G05	Sample X77	1383977	1491415	1565316	1583531	1561726	1507865	1435178	1343906	1228733	1122076	1015558	860108	706987	568925	432741	287350	133885	39305	15620	10522	10035	12622	11157	10602	9647	14270	9503	9035	9888	9050	8960	8002	8563	9091	8492	9427	7655	8221	7458	8418	7732	7570	7378	10312	7312	8320	7473	10806	7458	n.a.
G06	Sample X78	1304666	1426681	1501767	1557413	1550933	1502016	1400638	1276142	1148603	1026248	873013	723280	594843	460033	313343	185567	56427	13422	6222	5496	6886	5252	4622	4620	3687	4757	4775	4615	5568	4218	5536	4760	4048	4155	6488	5846	4833	4507	4110	4548	4112	6645	3617	4396	3811	3772	3637	5181	4086	n.a.
G07	Sample X79	1396583	1512880	1580091	1605437	1592287	1545506	1472975	1391628	1319632	1252330	1172695	1091812	1015412	935528	858925	813746	803925	793710	790117	786978	777673	761366	770457	752001	743640	728640	713216	680986	644930	590400	516823	447338	344600	259745	187811	121811	70966	33688	14687	11211	23626	15871	24946	12416	9998	11685	14765	10366	10107	n.a.
G08	Sample X80	1354573	1482877	1554106	1592933	1581575	1539567	1488456	1429491	1352897	1284222	1216191	1114372	1040473	956145	886927	832915	812952	806876	808767	796002	786596	781061	769947	769098	759387	741481	741918	724026	704252	675795	632660	582712	535635	459278	376880	309636	232415	158207	96140	54497	38396	37412	73156	37150	31051	33280	32270	32640	32132	n.a.
G09	Sample X81	1377500	1491166	1570743	1606277	1594026	1545947	1493462	1413721	1353055	1272808	1200773	1133510	1054085	964616	888388	838588	818487	804863	794671	794391	781107	777450	770475	758436	755533	741203	731063	725035	703917	684110	652873	608363	555345	486043	411910	334218	244915	161371	82402	31185	11038	7171	6090	4177	4403	4310	4358	4230	4246	n.a.
G10	Sample X82	1362991	1472102	1539342	1559270	1547171	1477593	1397767	1288320	1159637	1041452	902090	770005	642750	521760	387785	244966	111025	40670	27356	20682	20586	16990	16526	15892	15295	13351	14168	13330	11348	9625	11227	11206	9090	5925	6406	16507	5460	5376	4771	10150	5955	4050	4990	5247	4188	5016	4046	4708	4545	n.a.
G11	Sample X83	1357238	1466861	1545840	1565231	1542051	1496356	1436290	1318040	1212466	1088457	985865	872855	755138	616311	474122	343978	197147	99378	61195	58712	49843	45922	42922	45718	38686	34813	35405	33628	29445	23548	22956	20730	18836	17416	16512	16168	15252	15657	14881	35446	14375	14161	13623	16420	13313	14676	13875	13332	14123	n.a.
G12	Sample X84	1380373	1500828	1564343	1554681	1490322	1382556	1266263	1116022	977842	846982	717913	588395	448958	313191	179216	75757	39727	27860	25292	23797	24703	21750	24582	20593	19795	18062	17335	19323	16718	17396	16372	15863	14376	14426	13841	15088	13523	15641	13130	12421	13841	40730	13791	15338	13566	13977	15248	12897	12316	n.a.
H01	Sample X85	1408202	1533415	1594340	1583611	1523230	1423767	1298367	1173658	1037475	890453	744945	573383	421986	272507	189087	148267	131593	117585	110078	93253	73912	92672	56502	50165	54857	40267	32918	30765	31602	25397	24132	23478	23875	22777	22580	23006	22362	25045	24251	24472	25600	24785	24793	24676	24397	24500	25178	26466	26326	n.a.
H02	Sample X86	1400023	1497773	1580062	1586180	1558666	1486582	1380071	1277486	1123232	1010208	864686	708120	530437	348937	208388	135333	159352	128237	95663	96548	85316	68845	62742	44401	37570	36543	29590	23542	22048	21838	17726	17691	17365	16018	15585	16598	16327	15792	16820	15815	18037	15408	15162	14286	15375	16016	17023	16160	17150	n.a.
H03	Sample X87	1361722	1489012	1564070	1576205	1529503	1429528	1316447	1178371	1051960	918527	762178	641405	456520	319117	201812	172320	138385	112741	108847	96013	75238	68582	56068	47316	41616	41085	27751	40468	19401	16801	15966	12011	13278	12146	11727	10731	11408	11703	13018	10730	10643	10712	11043	11395	10646	11030	10046	11557	11132	n.a.
H04	Sample X88	1357765	1488523	1557553	1588492	1583583	1541966	1469007	1381361	1253010	1164653	1068653	939345	810743	678600	510936	346495	157441	46683	18305	13547	12171	12800	17900	11901	13030	11043	11340	11950	11852	11210	10655	10980	10555	10958	10193	9893	11790	10582	11770	12990	11083	16057	10485	10891	10265	12163	9795	11016	11147	n.a.
H05	Sample X89	1366853	1484442	1537778	1581085	1572687	1528447	1451772	1391810	1268151	1126056	1005352	864071	725860	588503	432125	253987	106883	29125	16111	15108	12017	11927	10375	9775	13388	11193	7552	7025	6891	6492	7772	6757	7016	5386	5650	5761	5318	4773	5375	5362	7916	5632	5306	6512	4481	4882	5982	4926	6825	n.a.
H06	Sample X90	1346278	1456046	1533615	1573067	1561825	1503682	1411143	1300162	1160447	1025732	888348	747731	594796	464805	314420	158688	45367	14473	9702	8535	8508	8260	7547	7782	7088	6927	9367	7690	6786	7437	9782	6490	6906	9070	5733	8080	8533	9761	6727	7670	6735	7747	5837	6122	6280	5883	6327	5956	7106	n.a.
H07	Sample X91	1325012	1451740	1540328	1567573	1576866	1538947	1463868	1369867	1265776	1138902	1008733	892596	770591	628962	488845	315115	153772	41478	21613	19278	8992	8185	8643	9611	8203	9280	8076	9473	7905	8485	8537	8527	8093	7805	7651	7776	8872	7956	7507	7898	8156	12556	7860	8368	8163	8277	8880	8807	11336	n.a.
H08	Sample X92	1323693	1447286	1530160	1577426	1589623	1552066	1494620	1396365	1284656	1186165	1055957	943397	813835	672028	527156	385335	225885	95352	28785	17451	17192	12942	14100	13282	11356	10520	14450	10513	11951	11987	10017	9948	10966	10255	10080	8822	9877	9035	8632	11618	11145	9918	11260	9741	10126	10175	11746	8652	8831	n.a.
H09	Sample X93	1311718	1432721	1530727	1564816	1579658	1548936	1476551	1396647	1302113	1200443	1056020	930690	834391	695228	527697	416978	239802	99796	25791	22365	11786	11135	10696	9630	10075	9277	9453	9320	9421	8641	9080	9515	8923	8991	7872	9053	8010	8812	11190	8931	8293	10207	8797	10731	15705	7856	8772	8895	9052	n.a.
H10	Sample X94	367062	341771	439590	6390	603635	527417	5337	462438	614697	584891	567307	5298	192488	216443	511476	5660	273670	9077	525492	537491	519847	508188	36322	558342	522891	6000	261038	539713	542312	525397	555758	535367	574972	533387	499237	536351	553106	640278	276677	7122	509418	621468	543398	542148	636053	546226	533291	490446	5217	n.a.
H11	Sample X95	466831	5533	513196	544295	511737	507515	500491	484780	524410	6253	542687	573428	6212	583270	227252	449951	553567	37286	548481	390456	515296	6633	56197	446648	109613	530861	553921	547845	541442	5973	25497	62353	6338	588925	554210	6782	391452	646786	38537	6623	6571	7367	6710	583005	6297	503177	555482	428922	7106	n.a.
H12	Sample X96	156616	137851	14866	574707	510042	538470	468671	453060	14892	14338	192546	651540	34556	206151	508637	543212	483937	547386	566243	596013	14798	16433	628058	527577	468693	559622	565422	14436	15218	524028	382206	44998	564951	554806	242010	559788	14022	549595	553133	410727	46027	551066	16096	496296	550456	15515	19578	14700	343757	n.a.
